"country","code","name","code_2","count","publicationDateAlbum"
"NZ","NZL","New Zealand","NZ",8,1994
"NZ","NZL","New Zealand","NZ",22,1995
"NZ","NZL","New Zealand","NZ",11,1997
"NZ","NZL","New Zealand","NZ",25,1998
"NZ","NZL","New Zealand","NZ",24,1999
"NZ","NZL","New Zealand","NZ",83,2001
"NZ","NZL","New Zealand","NZ",96,2002
"NZ","NZL","New Zealand","NZ",85,2003
"NZ","NZL","New Zealand","NZ",113,2004
"NZ","NZL","New Zealand","NZ",65,2005
"NZ","NZL","New Zealand","NZ",63,2006
"NZ","NZL","New Zealand","NZ",34,2007
"NZ","NZL","New Zealand","NZ",24,2008
"NZ","NZL","New Zealand","NZ",62,2009
"NZ","NZL","New Zealand","NZ",6,2010
"NZ","NZL","New Zealand","NZ",46,2011
"PE","PER","Peru","PE",12,1993
"PE","PER","Peru","PE",12,1994
"PE","PER","Peru","PE",16,1997
"PE","PER","Peru","PE",12,1998
"PE","PER","Peru","PE",22,1999
"PE","PER","Peru","PE",12,2000
"PE","PER","Peru","PE",14,2002
"PE","PER","Peru","PE",12,2003
"PE","PER","Peru","PE",19,2004
"PE","PER","Peru","PE",13,2007
"PE","PER","Peru","PE",10,2009
"PH","PHL","Philippines","PH",12,1993
"PH","PHL","Philippines","PH",28,1994
"PH","PHL","Philippines","PH",17,1995
"PH","PHL","Philippines","PH",26,1996
"PH","PHL","Philippines","PH",84,1997
"PH","PHL","Philippines","PH",38,1999
"PH","PHL","Philippines","PH",25,2000
"PH","PHL","Philippines","PH",33,2001
"PH","PHL","Philippines","PH",14,2002
"PH","PHL","Philippines","PH",11,2003
"PH","PHL","Philippines","PH",38,2004
"PH","PHL","Philippines","PH",117,2005
"PH","PHL","Philippines","PH",77,2006
"PH","PHL","Philippines","PH",22,2007
"PH","PHL","Philippines","PH",28,2008
"PH","PHL","Philippines","PH",10,2009
"PH","PHL","Philippines","PH",12,2010
"PK","PAK","Pakistan","PK",12,2008
"PL","POL","Poland","PL",10,1970
"PL","POL","Poland","PL",26,1971
"PL","POL","Poland","PL",8,1972
"PL","POL","Poland","PL",10,1974
"PL","POL","Poland","PL",6,1976
"PL","POL","Poland","PL",34,1979
"PL","POL","Poland","PL",40,1980
"PL","POL","Poland","PL",77,1981
"PL","POL","Poland","PL",26,1982
"PL","POL","Poland","PL",42,1983
"PL","POL","Poland","PL",86,1984
"PL","POL","Poland","PL",36,1985
"PL","POL","Poland","PL",61,1986
"PL","POL","Poland","PL",60,1987
"PL","POL","Poland","PL",40,1988
"PL","POL","Poland","PL",112,1989
"PL","POL","Poland","PL",126,1990
"PL","POL","Poland","PL",156,1991
"PL","POL","Poland","PL",187,1992
"PL","POL","Poland","PL",189,1993
"PL","POL","Poland","PL",281,1994
"PL","POL","Poland","PL",284,1995
"PL","POL","Poland","PL",348,1996
"PL","POL","Poland","PL",250,1997
"PL","POL","Poland","PL",375,1998
"PL","POL","Poland","PL",331,1999
"PL","POL","Poland","PL",329,2000
"PL","POL","Poland","PL",307,2001
"PL","POL","Poland","PL",382,2002
"PL","POL","Poland","PL",401,2003
"PL","POL","Poland","PL",419,2004
"PL","POL","Poland","PL",460,2005
"PL","POL","Poland","PL",242,2006
"PL","POL","Poland","PL",357,2007
"PL","POL","Poland","PL",376,2008
"PL","POL","Poland","PL",382,2009
"PL","POL","Poland","PL",280,2010
"PL","POL","Poland","PL",213,2011
"PL","POL","Poland","PL",90,2012
"PL","POL","Poland","PL",13,2014
"PR","PRI","Puerto Rico","PR",11,1995
"PR","PRI","Puerto Rico","PR",12,1998
"PR","PRI","Puerto Rico","PR",13,1999
"PR","PRI","Puerto Rico","PR",21,2000
"PR","PRI","Puerto Rico","PR",28,2002
"PR","PRI","Puerto Rico","PR",19,2004
"PR","PRI","Puerto Rico","PR",53,2005
"PR","PRI","Puerto Rico","PR",28,2007
"PR","PRI","Puerto Rico","PR",10,2008
"PR","PRI","Puerto Rico","PR",14,2009
"PR","PRI","Puerto Rico","PR",12,2010
"PT","PRT","Portugal","PT",11,1970
"PT","PRT","Portugal","PT",10,1972
"PT","PRT","Portugal","PT",11,1974
"PT","PRT","Portugal","PT",11,1976
"PT","PRT","Portugal","PT",10,1978
"PT","PRT","Portugal","PT",10,1979
"PT","PRT","Portugal","PT",11,1981
"PT","PRT","Portugal","PT",14,1982
"PT","PRT","Portugal","PT",12,1983
"PT","PRT","Portugal","PT",18,1985
"PT","PRT","Portugal","PT",11,1986
"PT","PRT","Portugal","PT",23,1987
"PT","PRT","Portugal","PT",12,1988
"PT","PRT","Portugal","PT",10,1989
"PT","PRT","Portugal","PT",24,1990
"PT","PRT","Portugal","PT",115,1992
"PT","PRT","Portugal","PT",30,1993
"PT","PRT","Portugal","PT",32,1994
"PT","PRT","Portugal","PT",26,1995
"PT","PRT","Portugal","PT",77,1996
"PT","PRT","Portugal","PT",66,1997
"PT","PRT","Portugal","PT",111,1998
"PT","PRT","Portugal","PT",61,1999
"PT","PRT","Portugal","PT",77,2000
"PT","PRT","Portugal","PT",60,2001
"PT","PRT","Portugal","PT",55,2002
"PT","PRT","Portugal","PT",143,2003
"PT","PRT","Portugal","PT",116,2004
"PT","PRT","Portugal","PT",118,2005
"PT","PRT","Portugal","PT",69,2006
"PT","PRT","Portugal","PT",191,2007
"PT","PRT","Portugal","PT",191,2008
"PT","PRT","Portugal","PT",170,2009
"PT","PRT","Portugal","PT",106,2010
"PT","PRT","Portugal","PT",90,2011
"PT","PRT","Portugal","PT",17,2012
"PT","PRT","Portugal","PT",9,2013
"RE","REU","Reunion","RE",11,1990
"RE","REU","Reunion","RE",10,1992
"RE","REU","Reunion","RE",9,1995
"RE","REU","Reunion","RE",16,2007
"RO","ROU","Romania","RO",13,1995
"RO","ROU","Romania","RO",19,1996
"RO","ROU","Romania","RO",23,1997
"RO","ROU","Romania","RO",5,1998
"RO","ROU","Romania","RO",44,1999
"RO","ROU","Romania","RO",34,2000
"RO","ROU","Romania","RO",29,2001
"RO","ROU","Romania","RO",66,2002
"RO","ROU","Romania","RO",42,2003
"RO","ROU","Romania","RO",94,2004
"RO","ROU","Romania","RO",68,2005
"RO","ROU","Romania","RO",65,2006
"RO","ROU","Romania","RO",25,2007
"RO","ROU","Romania","RO",43,2008
"RO","ROU","Romania","RO",70,2009
"RO","ROU","Romania","RO",9,2010
"RO","ROU","Romania","RO",23,2011
"RO","ROU","Romania","RO",14,2015
"RS","SRB","Serbia","RS",16,1997
"RS","SRB","Serbia","RS",16,1999
"RS","SRB","Serbia","RS",11,2002
"RS","SRB","Serbia","RS",16,2003
"RS","SRB","Serbia","RS",12,2004
"RS","SRB","Serbia","RS",4,2005
"RS","SRB","Serbia","RS",10,2006
"RS","SRB","Serbia","RS",11,2007
"RS","SRB","Serbia","RS",7,2008
"RS","SRB","Serbia","RS",15,2009
"RS","SRB","Serbia","RS",7,2012
"RS","SRB","Serbia","RS",11,2013
"RU","RUS","Russia","RU",12,1969
"RU","RUS","Russia","RU",10,1978
"RU","RUS","Russia","RU",10,1980
"RU","RUS","Russia","RU",8,1987
"RU","RUS","Russia","RU",8,1996
"RU","RUS","Russia","RU",45,1997
"RU","RUS","Russia","RU",42,1998
"RU","RUS","Russia","RU",117,1999
"RU","RUS","Russia","RU",65,2000
"RU","RUS","Russia","RU",99,2001
"RU","RUS","Russia","RU",149,2002
"RU","RUS","Russia","RU",165,2003
"RU","RUS","Russia","RU",283,2004
"RU","RUS","Russia","RU",194,2005
"RU","RUS","Russia","RU",245,2006
"RU","RUS","Russia","RU",420,2007
"RU","RUS","Russia","RU",187,2008
"RU","RUS","Russia","RU",308,2009
"RU","RUS","Russia","RU",212,2010
"RU","RUS","Russia","RU",61,2011
"RU","RUS","Russia","RU",80,2012
"RU","RUS","Russia","RU",22,2013
"RU","RUS","Russia","RU",24,2014
"SA","SAU","Saudi Arabia","SA",16,1997
"SE","SYC","Seychelles","SC",10,1958
"SE","SYC","Seychelles","SC",28,1970
"SE","SYC","Seychelles","SC",54,1971
"SE","SYC","Seychelles","SC",79,1972
"SE","SYC","Seychelles","SC",27,1973
"SE","SYC","Seychelles","SC",50,1974
"SE","SYC","Seychelles","SC",53,1975
"SE","SYC","Seychelles","SC",41,1976
"SE","SYC","Seychelles","SC",41,1977
"SE","SYC","Seychelles","SC",30,1978
"SE","SYC","Seychelles","SC",87,1979
"SE","SYC","Seychelles","SC",72,1980
"SE","SYC","Seychelles","SC",35,1981
"SE","SYC","Seychelles","SC",54,1982
"SE","SYC","Seychelles","SC",61,1983
"SE","SYC","Seychelles","SC",84,1984
"SE","SYC","Seychelles","SC",66,1985
"SE","SYC","Seychelles","SC",68,1986
"SE","SYC","Seychelles","SC",123,1987
"SE","SYC","Seychelles","SC",94,1988
"SE","SYC","Seychelles","SC",145,1989
"SE","SYC","Seychelles","SC",96,1990
"SE","SYC","Seychelles","SC",119,1991
"SE","SYC","Seychelles","SC",166,1992
"SE","SYC","Seychelles","SC",285,1993
"SE","SYC","Seychelles","SC",421,1994
"SE","SYC","Seychelles","SC",496,1995
"SE","SYC","Seychelles","SC",425,1996
"SE","SYC","Seychelles","SC",414,1997
"SE","SYC","Seychelles","SC",524,1998
"SE","SYC","Seychelles","SC",446,1999
"SE","SYC","Seychelles","SC",462,2000
"SE","SYC","Seychelles","SC",540,2001
"SE","SYC","Seychelles","SC",669,2002
"SE","SYC","Seychelles","SC",809,2003
"SE","SYC","Seychelles","SC",926,2004
"SE","SYC","Seychelles","SC",772,2005
"SE","SYC","Seychelles","SC",732,2006
"SE","SYC","Seychelles","SC",767,2007
"SE","SYC","Seychelles","SC",593,2008
"SE","SYC","Seychelles","SC",598,2009
"SE","SYC","Seychelles","SC",394,2010
"SE","SYC","Seychelles","SC",280,2011
"SE","SYC","Seychelles","SC",73,2012
"SE","SYC","Seychelles","SC",33,2013
"SE","SYC","Seychelles","SC",44,2014
"SG","SEN","Senegal","SN",8,1999
"SG","SEN","Senegal","SN",28,2001
"SG","SEN","Senegal","SN",11,2003
"SG","SEN","Senegal","SN",5,2007
"SG","SEN","Senegal","SN",11,2009
"SG","SEN","Senegal","SN",9,2010
"SI","SVN","Slovenia","SI",9,1991
"SI","SVN","Slovenia","SI",9,1992
"SI","SVN","Slovenia","SI",12,1993
"SI","SVN","Slovenia","SI",32,1994
"SI","SVN","Slovenia","SI",11,1995
"SI","SVN","Slovenia","SI",23,1996
"SI","SVN","Slovenia","SI",12,1997
"SI","SVN","Slovenia","SI",14,1999
"SI","SVN","Slovenia","SI",28,2000
"SI","SVN","Slovenia","SI",32,2001
"SI","SVN","Slovenia","SI",35,2004
"SI","SVN","Slovenia","SI",13,2005
"SI","SVN","Slovenia","SI",30,2006
"SI","SVN","Slovenia","SI",29,2007
"SI","SVN","Slovenia","SI",14,2008
"SI","SVN","Slovenia","SI",12,2009
"SI","SVN","Slovenia","SI",9,2010
"SK","SVK","Slovakia","SK",28,1994
"SK","SVK","Slovakia","SK",12,1996
"SK","SVK","Slovakia","SK",28,1997
"SK","SVK","Slovakia","SK",23,1999
"SK","SVK","Slovakia","SK",46,2000
"SK","SVK","Slovakia","SK",13,2001
"SK","SVK","Slovakia","SK",39,2002
"SK","SVK","Slovakia","SK",41,2003
"SK","SVK","Slovakia","SK",37,2004
"SK","SVK","Slovakia","SK",27,2005
"SK","SVK","Slovakia","SK",10,2006
"SK","SVK","Slovakia","SK",73,2007
"SK","SVK","Slovakia","SK",11,2009
"SK","SVK","Slovakia","SK",40,2010
"SU","SDN","Sudan","SD",9,1986
"SU","SDN","Sudan","SD",9,1989
"SU","SDN","Sudan","SD",9,1990
"TH","THA","Thailand","TH",9,2004
"TR","TUR","Turkey","TR",8,1974
"TR","TUR","Turkey","TR",10,1977
"TR","TUR","Turkey","TR",21,1978
"TR","TUR","Turkey","TR",10,1980
"TR","TUR","Turkey","TR",10,1981
"TR","TUR","Turkey","TR",18,1982
"TR","TUR","Turkey","TR",11,1984
"TR","TUR","Turkey","TR",24,1986
"TR","TUR","Turkey","TR",12,1988
"TR","TUR","Turkey","TR",26,1989
"TR","TUR","Turkey","TR",11,1990
"TR","TUR","Turkey","TR",10,1991
"TR","TUR","Turkey","TR",23,1992
"TR","TUR","Turkey","TR",55,1993
"TR","TUR","Turkey","TR",47,1994
"TR","TUR","Turkey","TR",43,1995
"TR","TUR","Turkey","TR",54,1996
"TR","TUR","Turkey","TR",44,1997
"TR","TUR","Turkey","TR",75,1998
"TR","TUR","Turkey","TR",68,1999
"TR","TUR","Turkey","TR",71,2000
"TR","TUR","Turkey","TR",90,2001
"TR","TUR","Turkey","TR",119,2002
"TR","TUR","Turkey","TR",98,2003
"TR","TUR","Turkey","TR",179,2004
"TR","TUR","Turkey","TR",66,2005
"TR","TUR","Turkey","TR",210,2006
"TR","TUR","Turkey","TR",117,2007
"TR","TUR","Turkey","TR",119,2008
"TR","TUR","Turkey","TR",178,2009
"TR","TUR","Turkey","TR",44,2010
"TR","TUR","Turkey","TR",58,2011
"TR","TUR","Turkey","TR",15,2012
"TR","TUR","Turkey","TR",12,2013
"TW","TWN","Taiwan","TW",10,1998
"TW","TWN","Taiwan","TW",10,2000
"TW","TWN","Taiwan","TW",30,2002
"TW","TWN","Taiwan","TW",20,2003
"TW","TWN","Taiwan","TW",3,2005
"TW","TWN","Taiwan","TW",25,2006
"TW","TWN","Taiwan","TW",38,2007
"TW","TWN","Taiwan","TW",16,2009
"TW","TWN","Taiwan","TW",10,2010
"TW","TWN","Taiwan","TW",56,2011
"TZ","TZA","Tanzania, United Republic of","TZ",8,2008
"TZ","TZA","Tanzania, United Republic of","TZ",20,2014
"UA","UKR","Ukraine","UA",14,1997
"UA","UKR","Ukraine","UA",20,1999
"UA","UKR","Ukraine","UA",15,2002
"UA","UKR","Ukraine","UA",11,2004
"UA","UKR","Ukraine","UA",13,2005
"UA","UKR","Ukraine","UA",11,2006
"UA","UKR","Ukraine","UA",10,2008
"UA","UKR","Ukraine","UA",21,2009
"UA","UKR","Ukraine","UA",29,2010
"UA","UKR","Ukraine","UA",28,2011
"UA","UKR","Ukraine","UA",1,2012
"UM","UMI","United States Minor Outlying Islands","UM",12,2006
"US","USA","United States Of America","US",14,1928
"US","USA","United States Of America","US",2,1935
"US","USA","United States Of America","US",18,1946
"US","USA","United States Of America","US",36,1949
"US","USA","United States Of America","US",8,1950
"US","USA","United States Of America","US",3,1951
"US","USA","United States Of America","US",8,1952
"US","USA","United States Of America","US",55,1953
"US","USA","United States Of America","US",111,1954
"US","USA","United States Of America","US",104,1955
"US","USA","United States Of America","US",513,1956
"US","USA","United States Of America","US",347,1957
"US","USA","United States Of America","US",354,1958
"US","USA","United States Of America","US",462,1959
"US","USA","United States Of America","US",441,1960
"US","USA","United States Of America","US",682,1961
"US","USA","United States Of America","US",860,1962
"US","USA","United States Of America","US",528,1963
"US","USA","United States Of America","US",758,1964
"US","USA","United States Of America","US",1091,1965
"US","USA","United States Of America","US",1197,1966
"US","USA","United States Of America","US",1294,1967
"US","USA","United States Of America","US",1625,1968
"US","USA","United States Of America","US",1544,1969
"US","USA","United States Of America","US",1859,1970
"US","USA","United States Of America","US",1857,1971
"US","USA","United States Of America","US",1833,1972
"US","USA","United States Of America","US",1891,1973
"US","USA","United States Of America","US",1758,1974
"US","USA","United States Of America","US",1982,1975
"US","USA","United States Of America","US",1934,1976
"US","USA","United States Of America","US",1918,1977
"US","USA","United States Of America","US",1954,1978
"US","USA","United States Of America","US",1881,1979
"US","USA","United States Of America","US",1911,1980
"US","USA","United States Of America","US",2125,1981
"US","USA","United States Of America","US",2310,1982
"US","USA","United States Of America","US",2209,1983
"US","USA","United States Of America","US",2384,1984
"US","USA","United States Of America","US",2149,1985
"US","USA","United States Of America","US",2672,1986
"US","USA","United States Of America","US",3076,1987
"US","USA","United States Of America","US",3741,1988
"US","USA","United States Of America","US",4383,1989
"US","USA","United States Of America","US",5096,1990
"US","USA","United States Of America","US",6196,1991
"US","USA","United States Of America","US",7142,1992
"US","USA","United States Of America","US",7948,1993
"US","USA","United States Of America","US",8342,1994
"US","USA","United States Of America","US",8972,1995
"US","USA","United States Of America","US",10765,1996
"US","USA","United States Of America","US",11143,1997
"US","USA","United States Of America","US",11686,1998
"US","USA","United States Of America","US",11366,1999
"US","USA","United States Of America","US",12268,2000
"US","USA","United States Of America","US",12460,2001
"US","USA","United States Of America","US",13349,2002
"US","USA","United States Of America","US",14985,2003
"US","USA","United States Of America","US",14798,2004
"US","USA","United States Of America","US",14724,2005
"US","USA","United States Of America","US",15393,2006
"US","USA","United States Of America","US",14881,2007
"US","USA","United States Of America","US",14079,2008
"US","USA","United States Of America","US",12212,2009
"US","USA","United States Of America","US",10156,2010
"US","USA","United States Of America","US",6366,2011
"US","USA","United States Of America","US",4045,2012
"US","USA","United States Of America","US",1370,2013
"US","USA","United States Of America","US",678,2014
"US","USA","United States Of America","US",576,2015
"US","USA","United States Of America","US",30,2016
"UY","URY","Uruguay","UY",6,1984
"UY","URY","Uruguay","UY",12,1986
"UY","URY","Uruguay","UY",12,1988
"UY","URY","Uruguay","UY",10,1991
"UY","URY","Uruguay","UY",18,1994
"UY","URY","Uruguay","UY",15,1995
"UY","URY","Uruguay","UY",18,1996
"UY","URY","Uruguay","UY",12,1998
"UY","URY","Uruguay","UY",12,1999
"UY","URY","Uruguay","UY",14,2000
"UY","URY","Uruguay","UY",12,2002
"UY","URY","Uruguay","UY",10,2003
"UY","URY","Uruguay","UY",48,2004
"UY","URY","Uruguay","UY",12,2005
"UY","URY","Uruguay","UY",38,2006
"UY","URY","Uruguay","UY",11,2008
"UY","URY","Uruguay","UY",12,2009
"UY","URY","Uruguay","UY",13,2011
"UY","URY","Uruguay","UY",12,2012
"VE","VEN","Venezuela","VE",12,1964
"VE","VEN","Venezuela","VE",9,1984
"VE","VEN","Venezuela","VE",4,1986
"VE","VEN","Venezuela","VE",10,1992
"VE","VEN","Venezuela","VE",20,1995
"VE","VEN","Venezuela","VE",12,1996
"VE","VEN","Venezuela","VE",11,2002
"VE","VEN","Venezuela","VE",14,2003
"VE","VEN","Venezuela","VE",29,2004
"VE","VEN","Venezuela","VE",10,2006
"VE","VEN","Venezuela","VE",16,2007
"VE","VEN","Venezuela","VE",12,2008
"VE","VEN","Venezuela","VE",11,2010
"VI","VIR","Virgin Islands, U.S.","VI",15,2001
"VI","VIR","Virgin Islands, U.S.","VI",12,2003
"VI","VIR","Virgin Islands, U.S.","VI",11,2008
"VN","VNM","Vietnam","VN",10,2002
"VN","VNM","Vietnam","VN",12,2004
"VN","VNM","Vietnam","VN",11,2005
"VN","VNM","Vietnam","VN",10,2009
"VN","VNM","Vietnam","VN",12,2011
"XC",NA,NA,NA,14,1969
"XC",NA,NA,NA,12,1981
"XC",NA,NA,NA,23,1982
"XC",NA,NA,NA,11,1983
"XC",NA,NA,NA,12,1984
"XC",NA,NA,NA,32,1985
"XC",NA,NA,NA,23,1986
"XC",NA,NA,NA,31,1988
"XC",NA,NA,NA,30,1989
"XC",NA,NA,NA,34,1990
"XC",NA,NA,NA,25,1991
"XC",NA,NA,NA,60,1992
"XE",NA,NA,NA,24,1959
"XE",NA,NA,NA,11,1960
"XE",NA,NA,NA,12,1961
"XE",NA,NA,NA,36,1965
"XE",NA,NA,NA,30,1966
"XE",NA,NA,NA,31,1967
"XE",NA,NA,NA,22,1969
"XE",NA,NA,NA,22,1970
"XE",NA,NA,NA,52,1971
"XE",NA,NA,NA,22,1972
"XE",NA,NA,NA,78,1973
"XE",NA,NA,NA,21,1974
"XE",NA,NA,NA,38,1975
"XE",NA,NA,NA,44,1976
"XE",NA,NA,NA,35,1977
"XE",NA,NA,NA,17,1978
"XE",NA,NA,NA,23,1979
"XE",NA,NA,NA,55,1980
"XE",NA,NA,NA,92,1981
"XE",NA,NA,NA,42,1982
"XE",NA,NA,NA,82,1983
"XE",NA,NA,NA,51,1984
"XE",NA,NA,NA,81,1985
"XE",NA,NA,NA,93,1986
"XE",NA,NA,NA,144,1987
"XE",NA,NA,NA,233,1988
"XE",NA,NA,NA,78,1989
"XE",NA,NA,NA,174,1990
"XE",NA,NA,NA,119,1991
"XE",NA,NA,NA,204,1992
"XE",NA,NA,NA,341,1993
"XE",NA,NA,NA,252,1994
"XE",NA,NA,NA,479,1995
"XE",NA,NA,NA,388,1996
"XE",NA,NA,NA,379,1997
"XE",NA,NA,NA,282,1998
"XE",NA,NA,NA,407,1999
"XE",NA,NA,NA,379,2000
"XE",NA,NA,NA,481,2001
"XE",NA,NA,NA,435,2002
"XE",NA,NA,NA,365,2003
"XE",NA,NA,NA,399,2004
"XE",NA,NA,NA,588,2005
"XE",NA,NA,NA,372,2006
"XE",NA,NA,NA,797,2007
"XE",NA,NA,NA,694,2008
"XE",NA,NA,NA,680,2009
"XE",NA,NA,NA,481,2010
"XE",NA,NA,NA,345,2011
"XE",NA,NA,NA,173,2012
"XE",NA,NA,NA,224,2013
"XE",NA,NA,NA,78,2014
"XE",NA,NA,NA,80,2015
"XG",NA,NA,NA,9,1979
"XG",NA,NA,NA,10,1980
"XG",NA,NA,NA,18,1981
"XG",NA,NA,NA,20,1982
"XG",NA,NA,NA,11,1984
"XG",NA,NA,NA,11,1989
"XW",NA,NA,NA,12,1962
"XW",NA,NA,NA,26,1967
"XW",NA,NA,NA,20,1970
"XW",NA,NA,NA,13,1972
"XW",NA,NA,NA,46,1974
"XW",NA,NA,NA,12,1977
"XW",NA,NA,NA,23,1978
"XW",NA,NA,NA,9,1981
"XW",NA,NA,NA,14,1982
"XW",NA,NA,NA,7,1984
"XW",NA,NA,NA,8,1985
"XW",NA,NA,NA,9,1986
"XW",NA,NA,NA,63,1988
"XW",NA,NA,NA,8,1989
"XW",NA,NA,NA,19,1990
"XW",NA,NA,NA,220,1991
"XW",NA,NA,NA,12,1992
"XW",NA,NA,NA,13,1993
"XW",NA,NA,NA,86,1994
"XW",NA,NA,NA,51,1995
"XW",NA,NA,NA,36,1996
"XW",NA,NA,NA,68,1997
"XW",NA,NA,NA,55,1998
"XW",NA,NA,NA,85,1999
"XW",NA,NA,NA,68,2000
"XW",NA,NA,NA,201,2001
"XW",NA,NA,NA,149,2002
"XW",NA,NA,NA,144,2003
"XW",NA,NA,NA,309,2004
"XW",NA,NA,NA,354,2005
"XW",NA,NA,NA,604,2006
"XW",NA,NA,NA,911,2007
"XW",NA,NA,NA,1172,2008
"XW",NA,NA,NA,1168,2009
"XW",NA,NA,NA,1397,2010
"XW",NA,NA,NA,1239,2011
"XW",NA,NA,NA,1075,2012
"XW",NA,NA,NA,501,2013
"XW",NA,NA,NA,520,2014
"XW",NA,NA,NA,414,2015
"XW",NA,NA,NA,94,2016
"YU",NA,NA,NA,2,1971
"YU",NA,NA,NA,8,1973
"YU",NA,NA,NA,8,1974
"YU",NA,NA,NA,7,1975
"YU",NA,NA,NA,8,1976
"YU",NA,NA,NA,36,1977
"YU",NA,NA,NA,38,1979
"YU",NA,NA,NA,40,1980
"YU",NA,NA,NA,41,1981
"YU",NA,NA,NA,10,1982
"YU",NA,NA,NA,29,1983
"YU",NA,NA,NA,36,1984
"YU",NA,NA,NA,46,1985
"YU",NA,NA,NA,58,1986
"YU",NA,NA,NA,38,1987
"YU",NA,NA,NA,37,1988
"YU",NA,NA,NA,25,1989
"YU",NA,NA,NA,48,1990
"YU",NA,NA,NA,23,1991
"YU",NA,NA,NA,10,1993
"YU",NA,NA,NA,12,1994
"YU",NA,NA,NA,8,1995
"YU",NA,NA,NA,15,1996
"YU",NA,NA,NA,13,1999
"YU",NA,NA,NA,18,2001
"ZA","ZMB","Zambia","ZM",19,1989
"ZA","ZMB","Zambia","ZM",10,1992
"ZA","ZMB","Zambia","ZM",12,1993
"ZA","ZMB","Zambia","ZM",11,1995
"ZA","ZMB","Zambia","ZM",29,1997
"ZA","ZMB","Zambia","ZM",6,1998
"ZA","ZMB","Zambia","ZM",13,1999
"ZA","ZMB","Zambia","ZM",11,2000
"ZA","ZMB","Zambia","ZM",18,2001
"ZA","ZMB","Zambia","ZM",23,2002
"ZA","ZMB","Zambia","ZM",41,2003
"ZA","ZMB","Zambia","ZM",38,2004
"ZA","ZMB","Zambia","ZM",6,2005
"ZA","ZMB","Zambia","ZM",41,2006
"ZA","ZMB","Zambia","ZM",36,2007
"ZA","ZMB","Zambia","ZM",54,2008
"ZA","ZMB","Zambia","ZM",26,2009
"ZA","ZMB","Zambia","ZM",13,2010
"ZA","ZMB","Zambia","ZM",16,2011
"ZA","ZMB","Zambia","ZM",12,2012
